,L,cps_per_nA,cps_per_nA_stdev,baseline,cps_per_nA_corrected,fit
0,125.0,3.71111111111111,1.6210041088743898,4.343680094089427,-0.632568982978317,7.372992800857908e-05
1,125.1,4.5,1.7748239349298844,4.300030532488343,0.1999694675116572,8.019253082747908e-05
2,125.2,4.133333333333335,1.892675942210452,4.257084368376479,-0.1237510350431438,8.718782719616683e-05
3,125.3,3.9777777777777774,1.4140389573273813,4.214826574375202,-0.2370487965974246,9.47566317734025e-05
4,125.4,4.01111111111111,1.5892773417927415,4.173242522142697,-0.162131411031587,0.00010294261590633391
5,125.5,4.511111111111112,1.7611724489844058,4.132317969730263,0.3787931413808492,0.00011179248506802869
6,125.6,4.088888888888889,1.648643288088125,4.092039049403315,-0.0031501605144264,0.00012135616553525123
7,125.7,3.755555555555555,1.4955076763014432,4.05239225590781,-0.2968367003522547,0.00013168700065254336
8,125.8,4.222222222222222,1.4487116456005884,4.013364435163526,0.2088577870586965,0.00014284195703144443
9,125.9,3.999999999999999,1.4757295747452437,3.974942773366486,0.0250572266335131,0.0001548818410355447
10,126.0,3.78888888888889,1.5846096220586918,3.937114786483853,-0.1482258975949628,0.00016787152590289168
11,126.1,3.922222222222224,1.7767705480018834,3.899868310125047,0.0223539120971767,0.00018188018985717592
12,126.2,4.155555555555554,1.7056188913321568,3.863191489773907,0.2923640657816473,0.000196981565557696
13,126.3,3.566666666666668,1.402775027500054,3.827072771367231,-0.260406104700563,0.00021325420123560225
14,126.4,3.711111111111111,1.4675081760976938,3.791500892205666,-0.080389781094555,0.00023078173386001044
15,126.5,3.677777777777778,1.8717853100485595,3.756464872183739,-0.0786870944059607,0.0002496531746721579
16,126.6,4.033333333333333,1.3631390787986923,3.7219540053261766,0.3113793280071566,0.0002699632074190426
17,126.7,3.488888888888889,1.3897330767781844,3.6879578516184175,-0.1990689627295294,0.0002918124996093195
18,126.8,3.8111111111111113,1.4661194265268795,3.654466229119712,0.156644881991399,0.00031530802710409716
19,126.9,3.744444444444445,1.3935920369434154,3.621469206347585,0.1229752380968598,0.000340563412343165
20,127.0,3.677777777777778,1.7405476646272886,3.5889570949232086,0.0888206828545694,0.0003676992764930519
21,127.1,3.655555555555555,1.4781954297030764,3.556920442467361,0.0986351130881941,0.0003968436057873767
22,127.2,3.9,1.8371677074195447,3.5253500257373798,0.3746499742626206,0.00042813213231150286
23,127.3,3.766666666666668,1.6047383541204423,3.4942368439957776,0.2724298226708903,0.0004617087294630913
24,127.4,3.366666666666667,1.5749191631224664,3.4635721126015877,-0.0969054459349201,0.0004977258222972194
25,127.5,3.6777777777777767,1.401013742321195,3.4333472568160084,0.2444305209617683,0.000536344812939189
26,127.6,3.644444444444445,1.8154345124888984,3.403553905814124,0.240890538630321,0.0005777365212203666
27,127.7,3.588888888888888,1.5591624849004635,3.374183886894961,0.2147050019939271,0.0006220816406614612
28,127.8,3.5777777777777766,1.4140389573273808,3.3452292198824027,0.2325485578953738,0.000669571209894304
29,127.9,4.055555555555556,1.9140481307724688,3.316682111709746,0.7388734438458102,0.0007204070995768386
30,128.0,3.488888888888888,1.3016608573873312,3.2885349511811603,0.2003539377077277,0.000774802514816435
31,128.1,3.7,1.6166953032973483,3.26078030390336,0.4392196960966403,0.0008329825130745668
32,128.2,3.8,1.6878651868229553,3.233410907381288,0.5665890926187118,0.0008951845374799145
33,128.3,3.511111111111112,1.4649821976755115,3.206419666271733,0.3046914448393787,0.0009616589654284736
34,128.4,3.466666666666666,1.3041245112107744,3.179799647789125,0.2868670188775408,0.0010326696722968286
35,128.5,3.355555555555555,1.6145939366437974,3.153544077257887,0.2020114782976683,0.0011084946100397477
36,128.6,3.455555555555555,1.5177550022693316,3.127646333806132,0.3279092217494233,0.0011894264003837413
37,128.7,3.511111111111112,1.3709508280166385,3.1020999461955165,0.4090111649155954,0.0012757729422665253
38,128.8,3.755555555555557,1.5249367523820234,3.0768985887823868,0.6786569667731701,0.0013678580331062421
39,128.9,3.099999999999999,1.654735068869983,3.0520360776055235,0.0479639223944756,0.0014660220034148999
40,129.0,3.3666666666666667,1.5174296005392116,3.0275063665959085,0.3391603000707581,0.0015706223641982866
41,129.1,3.2000000000000006,1.3973519930899994,3.003303543904289,0.1966964560957116,0.001682034466507457
42,129.2,3.1222222222222227,1.2794192355310725,2.9794218283422818,0.1428003938799409,0.0018006521724279845
43,129.3,3.2222222222222223,1.564261352922495,2.9558555659330747,0.2663666562891476,0.0019268885367096466
44,129.4,2.9888888888888885,1.5177550022693322,2.932599226567889,0.0562896623209989,0.002061176498152497
45,129.5,3.244444444444445,1.6076975331276369,2.909647400764442,0.3347970436800027,0.0022039695797762744
46,129.6,2.9333333333333327,1.2950046474963075,2.886994796523982,0.0463385368093507,0.002355742596705803
47,129.7,2.8888888888888875,0.916245694581702,2.8646362362833986,0.0242526526054889,0.0025169923706102105
48,129.8,2.9222222222222225,1.361326513568001,2.84256665395917,0.0796555682630524,0.0026882384494340845
49,129.9,3.122222222222222,1.593931392485454,2.820781092080015,0.3014411301422068,0.002870023831056695
50,130.0,2.822222222222222,1.4108923714977757,2.7992746990051525,0.0229475232170695,0.0030629156894121036
51,130.1,2.811111111111112,1.3935920369434158,2.778042726225356,0.0330683848857558,0.0032675061014944364
52,130.2,2.777777777777777,1.2362827596178778,2.757080525743936,0.0206972520338406,0.0034844127735652922
53,130.3,2.755555555555554,1.4730500817045822,2.7363835475349627,0.0191720080205914,0.0037142797647686564
54,130.4,2.9444444444444446,1.4052371180781886,2.71594733707618,0.2284971073682649,0.003957778206246083
55,130.5,3.111111111111111,1.6495416497685012,2.695767532954027,0.415343578157084,0.0042156070137327716
56,130.6,2.911111111111111,1.4604244267242443,2.6758398645384736,0.2352712465726374,0.004488493591498358
57,130.7,3.055555555555556,1.4365167061031978,2.6561601497252845,0.3993954058302713,0.004777194525383942
58,130.8,2.622222222222222,1.387065469717976,2.6367242927434966,-0.0145020705212748,0.005082496262570709
59,130.9,2.744444444444445,1.1488588003796965,2.6175282820260075,0.1269161624184374,0.005405215775601349
60,131.0,2.3666666666666663,1.2615393301365925,2.5985681881411264,-0.2319015214744602,0.00574620120806459
61,131.1,2.4222222222222225,1.2763760427355,2.579840161783192,-0.1576179395609696,0.006106332499239073
62,131.2,2.7333333333333325,1.2394742015452749,2.5613404318202884,0.1719929015130441,0.006486521984887774
63,131.3,2.577777777777777,1.2676409508401474,2.543065303397205,0.0347124743805715,0.006887714971288003
64,131.4,2.311111111111111,1.1053182324840785,2.52501115609191,-0.2139000449807993,0.007310890279481959
65,131.5,2.4222222222222225,1.349714190138686,2.5071744421237394,-0.0849522199015169,0.007757060756640934
66,131.6,2.5222222222222213,1.1552884306633957,2.48955168461174,0.0326705376104814,0.008227273751345585
67,131.7,2.211111111111112,1.1578502856374036,2.472139475881512,-0.2610283647703997,0.00872261154951038
68,131.8,2.7222222222222228,1.5458027600051394,2.454934475819022,0.2672877464032006,0.009244191767610674
69,131.9,2.4000000000000004,1.17504925034687,2.437933410269935,-0.0379334102699346,0.009793167699815645
70,132.0,2.400000000000001,1.3727506854649334,2.421133069482965,-0.0211330694829641,0.010370728615594009
71,132.1,2.4111111111111114,1.2177189766825676,2.4045303065959494,0.006580804515162,0.010978100004332966
72,132.2,2.1666666666666665,1.1262852740396274,2.38812203616326,-0.221455369496593,0.011616543763516368
73,132.3,2.077777777777777,1.2477634312027714,2.3719052327232664,-0.2941274549454893,0.012287358327032018
74,132.4,2.5222222222222226,1.1931388213085603,2.355876929404659,0.1663452928175637,0.012991878730235237
75,132.5,2.255555555555554,1.2712878664984468,2.3400342165703423,-0.084478661014788,0.01373147660849362
76,132.6,2.577777777777777,1.2499876542600206,2.324374240497849,0.2534035372799281,0.01450756012607013
77,132.7,2.4111111111111105,1.51580154406428,2.3088942020950887,0.1022169090160218,0.015321573832397732
78,132.8,2.1222222222222222,1.1254080192874687,2.2935913556503627,-0.1713691334281404,0.01617499844304753
79,132.9,2.1666666666666665,1.072380529476361,2.278463007615644,-0.1117963409489775,0.01706935054301688
80,133.0,2.333333333333334,1.2141145226353545,2.263506515422037,0.0698268179112968,0.018006182210380795
81,133.1,2.355555555555556,1.2499876542600206,2.24871928632654,0.1068362692290163,0.018987080558856066
82,133.2,2.2333333333333334,1.315576201039203,2.234098776289099,-0.0007654429557657,0.020013667198471183
83,133.3,2.111111111111112,1.181127312526072,2.2196424888790847,-0.1085313777679726,0.021087597614308562
84,133.4,2.211111111111111,1.1449836917270868,2.2053479742103024,0.0057631369008084,0.02221056046423083
85,133.5,2.088888888888889,1.324787427625678,2.1912128279036702,-0.1023239390147812,0.023384276797650694
86,133.6,2.1888888888888887,1.1743661279469602,2.177234690076785,0.0116541988121037,0.024610499198765325
87,133.7,2.166666666666667,1.2801909579781012,2.163411244359557,0.0032554223071104,0.025891010859324944
88,133.8,2.333333333333333,1.118861855571032,2.1497402169351427,0.1835931163981903,0.027227624587949785
89,133.9,2.188888888888889,1.0117214275251765,2.136219375605473,0.0526695132834156,0.028622181765316872
90,134.0,1.9666666666666663,1.1117220542590336,2.1228465288805864,-0.1561798622139201,0.030076551257269386
91,134.1,2.044444444444445,1.179244369904142,2.1096195250911616,-0.0651750806467164,0.03159262830108518
92,134.2,2.355555555555556,1.3303670708529571,2.096536251523522,0.2590193040320341,0.03317233338389573
93,134.3,2.077777777777778,1.7044241632865522,2.083594633576472,-0.0058168557986939,0.0348176111365961
94,134.4,1.933333333333333,1.2513696200267632,2.0707926339393703,-0.1374593006060371,0.03653042927164205
95,134.5,1.8666666666666667,1.1661903789690604,2.058128251790761,-0.1914615851240948,0.038312777598979865
96,134.6,2.033333333333334,1.279033199696523,2.0455995220170697,-0.0122661886837356,0.040166667161056116
97,134.7,2.2000000000000006,1.2898463876383512,2.033204514450711,0.1667954855492897,0.042094129535564795
98,134.8,2.0222222222222217,1.1415821812481175,2.0209413331271024,0.0012808890951192,0.044097216363348075
99,134.9,2.011111111111111,1.2619307175128387,2.0088081155600594,0.0023029955510516,0.04617799916881609
100,135.0,1.966666666666667,0.8556998435328954,1.9968030320349897,-0.0301363653683226,0.048338569551489005
101,135.1,1.9666666666666663,1.021436896402971,1.9849242849194733,-0.0182576182528069,0.05058103983985335
102,135.2,1.5666666666666669,1.045802899070233,1.9731701079906891,-0.4065034413240225,0.05290754431281884
103,135.3,1.9777777777777767,1.154486685143159,1.96153876577922,0.0162390119985573,0.05532024110967504
104,135.4,2.011111111111111,1.0505142773487564,1.9500285529288224,0.0610825581822886,0.05782131496667854
105,135.5,1.9555555555555555,1.0246348340798668,1.938637793571648,0.0169177619839073,0.06041298093729461
106,135.6,1.8888888888888893,0.997527808331709,1.9273648407185744,-0.0384759518296851,0.06309748927362807
107,135.7,2.088888888888889,1.0712862927283515,1.9162080756641655,0.1726808132247232,0.06587713166875866
108,135.8,1.9888888888888896,1.1254080192874685,1.9051659074058884,0.0837229814830011,0.0687542490833847
109,135.9,1.911111111111111,1.1954646805611346,1.8942367720772133,0.0168743390338974,0.07173124140528939
110,136.0,1.966666666666667,1.2790331996965227,1.8834191323941611,0.0832475342725056,0.07481057921647308
111,136.1,1.688888888888889,1.0144633076011849,1.8727114771150133,-0.1838225882261244,0.07799481797000395
112,136.2,1.8000000000000005,1.104200733227097,1.8621123205127652,-0.0621123205127649,0.0812866149064487
113,136.3,2.0,1.1417984514369002,1.8516202018600088,0.1483797981399912,0.08468874906758439
114,136.4,1.877777777777778,1.064523309534935,1.8412336849259192,0.0365440928518587,0.0882041447924254
115,136.5,1.8222222222222224,0.9495938052987336,1.830951357484979,-0.0087291352627565,0.09183589910672366
116,136.6,1.8000000000000005,1.0701332558075116,1.8207718308371843,-0.020771830837184,0.09558731344109396
117,136.7,2.088888888888889,1.0918327552478442,1.8106937393393916,0.2781951495494976,0.09946193013391087
118,136.8,1.966666666666668,1.1380620304645894,1.8007157399475089,0.165950926719159,0.10346357419187723
119,136.9,1.9888888888888896,1.078350363366582,1.790836511769281,0.1980523771196085,0.10759640079246255
120,137.0,2.055555555555556,1.1174817368077057,1.7810547556273295,0.274500799928226,0.11186494901685366
121,137.1,2.0444444444444447,1.2284688854298005,1.7713691936322444,0.2730752508122003,0.11627420229801173
122,137.2,1.9666666666666663,1.0983152080783989,1.7617785687654188,0.2048880979012475,0.1208296560543777
123,137.3,2.055555555555556,1.1041448285750997,1.752281644471391,0.3032739110841651,0.12553739295382813
124,137.4,2.022222222222223,1.1735774156898573,1.7428772042594578,0.2793450179627652,0.13040416621294076
125,137.5,1.7666666666666662,1.1663491631455696,1.7335640513142776,0.0331026153523885,0.1354374912817024
126,137.6,1.7888888888888892,1.2262056299469437,1.724341008115289,0.0645478807736001,0.14064574619163972
127,137.7,1.933333333333333,1.5902480589168757,1.715206916064676,0.218126417268657,0.14603828075454278
128,137.8,1.8222222222222224,1.2464269922115692,1.706160635123671,0.116061587098551,0.15162553468795706
129,137.9,2.1111111111111107,1.2059523156635676,1.6972010434570073,0.4139100676541034,0.15741916461150687
130,138.0,1.6888888888888884,1.1512741197323215,1.6883270370852528,0.0005618518036356,0.16343217970435261
131,138.1,1.655555555555556,1.021920245251224,1.6795375295449062,-0.0239819739893503,0.16967908563865097
132,138.2,2.1555555555555546,1.6391807649697805,1.670831451555992,0.4847241039995624,0.17617603620786568
133,138.3,1.7666666666666666,1.05987420637231,1.6622077506969974,0.1044589159696691,0.18294099185391263
134,138.4,1.7777777777777772,1.2272623352430294,1.6536653910869707,0.1241123866908064,0.18999388406665965
135,138.5,1.9111111111111112,1.2016449630751795,1.6452033530745638,0.2659077580365474,0.19735678438789703
136,138.6,1.8222222222222224,0.9338622839755868,1.6368206329339037,0.1854015892883187,0.20505407650574822
137,138.7,1.7111111111111108,1.0774913708800584,1.6285162425670716,0.0825948685440391,0.21311262968317296
138,138.8,1.8333333333333333,1.1458459595263943,1.620289209213051,0.2130441241202822,0.22156197153604898
139,138.9,2.055555555555556,1.1174817368077057,1.6121385751629884,0.4434169803925674,0.2304344579754197
140,139.0,1.966666666666667,0.9616729250711048,1.604063397481582,0.3626032691850851,0.23976543797046346
141,139.1,1.8888888888888888,1.181127312526072,1.596062747734485,0.2928261411544037,0.24959341069161678
142,139.2,1.7999999999999994,1.0631887745693944,1.5881357117215529,0.2118642882784467,0.2599601725781952
143,139.3,1.9222222222222216,1.2771012701900295,1.580281389215794,0.3419408330064277,0.270910951964679
144,139.4,1.8000000000000005,0.8969082698049138,1.5724988937078996,0.2275011062921008,0.28249452911978645
145,139.5,1.9777777777777776,1.0816083132122631,1.5647873521561866,0.412990425621591,0.29476333992871395
146,139.6,1.833333333333333,1.1650782838107518,1.5571459047418574,0.2761874285914756,0.307773562007329
147,139.7,1.8333333333333333,1.037268492689297,1.5495737046294276,0.2837596287039057,0.3215851828024771
148,139.8,2.033333333333333,1.363139078798692,1.5420699177322,0.4912634156011333,0.3362620502252371
149,139.9,1.9555555555555555,1.0671295292038194,1.5346337224826732,0.4209218330728823,0.3518719075984887
150,140.0,1.6888888888888889,1.0071350394333032,1.527264309607743,0.1616245792811459,0.3684864161813573
151,140.1,1.755555555555555,1.0678234468207968,1.5199608819086168,0.2355946736469383,0.3861811702521275
152,140.2,2.044444444444444,1.2404698432846992,1.5127226540452978,0.531721790399146,0.40503571166256747
153,140.3,2.0000000000000004,1.5250986610465325,1.505548852325549,0.4944511476744515,0.4251335528716906
154,140.4,1.911111111111111,1.1704172517567726,1.4984387144982287,0.4126723966128822,0.4465622196514012
155,140.5,1.8333333333333333,1.1130538571376,1.4913914895508773,0.3419418437824559,0.4694133268245567
156,140.6,1.711111111111111,0.9915694007699152,1.4844064375114834,0.2267046735996276,0.4937827024068696
157,140.7,1.7111111111111117,1.2314800891108806,1.4774828292543114,0.2336282818568003,0.5197705772008903
158,140.8,1.9444444444444444,1.1693091766582884,1.470619946309698,0.4738244981347463,0.5474818580169828
159,140.9,2.0444444444444443,1.053155165428692,1.46381708067774,0.5806273637667043,0.5770265030219842
160,141.0,2.022222222222222,1.3768814288586375,1.4570735346457515,0.5651486875764706,0.6085200169595173
161,141.1,2.055555555555556,1.6612876160406052,1.4503886206094423,0.6051669349461135,0.6420840818432585
162,141.2,2.1777777777777776,1.1146609959097291,1.4437616608976995,0.7340161168800781,0.6778473348867461
163,141.3,2.3888888888888884,1.1174817368077057,1.437191987600909,0.9516969012879796,0.7159462996013491
164,141.4,2.4333333333333327,1.5144978387913608,1.4306789424027293,1.0026543909306034,0.7565264679061778
165,141.5,2.022222222222223,1.1608851454763536,1.424221876415225,0.598000345806998,0.7997435205531507
166,141.6,2.4444444444444446,1.227262335243029,1.4178201500173129,1.0266242944271318,0.8457646600777338
167,141.7,2.077777777777777,1.5591624849004635,1.4114731326964174,0.6663046450813597,0.8947700148782116
168,141.8,2.6333333333333333,1.1050389636167182,1.4051802028932765,1.2281531304400568,0.9469540551090773
169,141.9,2.2333333333333334,1.4748509026966712,1.398940747849828,0.8343925854835055,1.0025269412600166
170,142.0,2.433333333333334,1.1852488408831352,1.39275416346009,1.040579169873244,1.0617157052274473
171,142.1,2.6000000000000005,1.67641593000376,1.3866198541239931,1.2133801458760074,1.1247651422697045
172,142.2,2.3777777777777778,1.5268785232268345,1.3805372326040788,0.997240545173699,1.1919382716319395
173,142.3,2.644444444444444,1.1735774156898573,1.3745057198850064,1.2699387245594376,1.263516205240018
174,142.4,2.6333333333333337,1.2673974500117535,1.368524745035813,1.264808588297521,1.3397972493208776
175,142.5,2.8333333333333344,1.7153986687043312,1.3625937450748409,1.4707395882584935,1.4210950548958736
176,142.6,3.211111111111111,1.4167864873075564,1.3567121648373115,1.8543989462737995,1.5077356316758301
177,142.7,2.811111111111109,1.361326513568002,1.3508794568454483,1.4602316542656606,1.6000530477993635
178,142.8,3.1888888888888896,1.655928369656158,1.34509508118112,1.8437938077077696,1.6983836567732287
179,142.9,3.244444444444445,1.379568728459445,1.3393585053609385,1.9050859390835069,1.8030587242666138
180,143.0,3.3666666666666663,1.4059397805975424,1.3336692042137477,2.0329974624529186,1.9143953719872167
181,143.1,3.688888888888888,1.4830732189745408,1.3280266597604722,2.360862229128416,2.032685814008611
182,143.2,3.3999999999999995,1.613370063861036,1.3224303610962589,2.077569638903741,2.1581849321479467
183,143.3,3.6,1.5163308541539542,1.316879804274861,2.283120195725139,2.2910963199394248
184,143.4,3.577777777777777,1.821544589450948,1.311374492195233,2.266403285582544,2.431557017081478
185,143.5,3.644444444444445,1.6441441167194588,1.305913934490256,2.3385305099541887,2.5796212546313226
186,143.6,3.811111111111112,1.5496315770825528,1.3004976474175862,2.5106134636935256,2.7352436314036956
187,143.7,4.5777777777777775,1.803152246675626,1.295125153752551,3.2826526240252267,2.898262238898222
188,143.8,4.51111111111111,1.867327925204064,1.289795982683064,3.221315128428046,3.0683823398784513
189,143.9,4.144444444444444,1.7809346970233717,1.2845096697065137,2.8599347747379302,3.2451612783376644
190,144.0,4.322222222222223,1.473175791811774,1.2792657565285697,3.042956465693653,3.4279953498589286
191,144.1,4.777777777777778,1.8744546532027868,1.2740637909638908,3.503713986813887,3.616109385510012
192,144.2,4.777777777777777,1.9135643169388712,1.2689033268386738,3.508874450939103,3.8085497943973534
193,144.3,5.344444444444443,1.6974563395537925,1.2637839238950104,4.080660520549433,4.004181766020463
194,144.4,5.966666666666668,2.0491190519071574,1.2587051476970217,4.707961518969646,4.2016912514148
195,144.5,5.5888888888888895,1.8938171004288,1.253666569538712,4.335222319350177,4.3995922214800105
196,144.6,5.877777777777778,1.9606940066349776,1.248667766353534,4.6291100114242445,4.596239543773015
197,144.7,6.244444444444444,1.95492414048774,1.2437083206256048,5.000736123818839,4.789847629628205
198,144.8,5.666666666666666,1.6843506277010845,1.2387878203025524,4.427878846364114,4.978514788242071
199,144.9,6.500000000000002,2.4392621835300936,1.2339058587099585,5.266094141290044,5.160252991927142
